Lands,Land_location,Land_area,Special_location,Soil_type,Utilities_Availability,Pollution,Land_price
Land_1628,6 of october,298.0,Yes,Loam,No,Medium,25000010
Land_1629,6 of october,299.0,Yes,Loam,No,Medium,25000011
Land_1630,6 of october,300.0,Yes,Loam,No,Medium,25000012
Land_1631,6 of october,301.0,Yes,Loam,No,Medium,25000013
Land_1632,6 of october,302.0,Yes,Loam,No,Medium,25000014
Land_1633,6 of october,303.0,Yes,Loam,No,Medium,25000015
Land_1634,6 of october,304.0,Yes,Loam,No,Medium,25000016
Land_1635,6 of october,305.0,Yes,Loam,No,Medium,25000017
Land_1636,6 of october,306.0,Yes,Loam,No,Medium,25000018
Land_1637,6 of october,307.0,Yes,Loam,No,Medium,25000019
Land_1638,6 of october,308.0,Yes,Loam,No,Medium,25000020
Land_1639,6 of october,382.0,Yes,Loam,No,Medium,36000000
Land_1640,6 of october,383.0,Yes,Loam,No,Medium,36000001
Land_1641,6 of october,384.0,Yes,Loam,No,Medium,36000002
Land_1642,6 of october,385.0,Yes,Loam,No,Medium,36000003
Land_1643,6 of october,386.0,Yes,Loam,No,Medium,36000004
Land_1644,6 of october,387.0,Yes,Loam,No,Medium,36000005
Land_1645,6 of october,388.0,Yes,Loam,No,Medium,36000006
Land_1646,6 of october,389.0,Yes,Loam,No,Medium,36000007
Land_1647,6 of october,390.0,Yes,Loam,No,Medium,36000008
Land_1648,6 of october,391.0,Yes,Loam,No,Medium,36000009
Land_1649,6 of october,392.0,Yes,Loam,No,Medium,36000010
Land_1650,6 of october,393.0,Yes,Loam,No,Medium,36000011
Land_1651,6 of october,394.0,Yes,Loam,No,Medium,36000012
Land_1652,6 of october,395.0,Yes,Loam,No,Medium,36000013
Land_1653,6 of october,396.0,Yes,Loam,No,Medium,36000014
Land_1654,6 of october,397.0,Yes,Loam,No,Medium,36000015
Land_1655,6 of october,398.0,Yes,Loam,No,Medium,36000016
Land_1656,6 of october,399.0,Yes,Loam,No,Medium,36000017
Land_1657,6 of october,400.0,Yes,Loam,No,Medium,36000018
Land_1658,6 of october,401.0,Yes,Loam,No,Medium,36000019
Land_1659,6 of october,402.0,Yes,Loam,No,Medium,36000020
Land_1660,6 of october,324.0,Yes,Gravel,Yes,Medium,18000000
Land_1661,6 of october,325.0,Yes,Gravel,Yes,Medium,18000001
Land_1662,6 of october,326.0,Yes,Gravel,Yes,Medium,18000002
Land_1663,6 of october,327.0,Yes,Gravel,Yes,Medium,18000003
Land_1664,6 of october,328.0,Yes,Gravel,Yes,Medium,18000004
Land_1665,6 of october,329.0,Yes,Gravel,Yes,Medium,18000005
Land_1666,6 of october,330.0,Yes,Gravel,Yes,Medium,18000006
Land_1667,6 of october,331.0,Yes,Gravel,Yes,Medium,18000007
Land_1668,6 of october,332.0,Yes,Gravel,Yes,Medium,18000008
Land_1669,6 of october,333.0,Yes,Gravel,Yes,Medium,18000009
Land_1670,6 of october,334.0,Yes,Gravel,Yes,Medium,18000010
Land_1671,6 of october,335.0,Yes,Gravel,Yes,Medium,18000011
Land_1672,6 of october,336.0,Yes,Gravel,Yes,Medium,18000012
Land_1673,6 of october,337.0,Yes,Gravel,Yes,Medium,18000013
Land_1674,6 of october,338.0,Yes,Gravel,Yes,Medium,18000014
Land_1675,6 of october,339.0,Yes,Gravel,Yes,Medium,18000015
Land_1676,6 of october,340.0,Yes,Gravel,Yes,Medium,18000016
Land_1677,6 of october,341.0,Yes,Gravel,Yes,Medium,18000017
Land_1678,6 of october,342.0,Yes,Gravel,Yes,Medium,18000018
Land_1679,6 of october,343.0,Yes,Gravel,Yes,Medium,18000019
Land_1680,6 of october,344.0,Yes,Gravel,Yes,Medium,18000020
Land_1681,Badr City,276.0,Yes,Gravel,Yes,Low,20700000
Land_1682,Badr City,277.0,Yes,Gravel,Yes,Low,20700001
Land_1683,Badr City,278.0,Yes,Gravel,Yes,Low,20700002
Land_1684,Badr City,279.0,Yes,Gravel,Yes,Low,20700003
Land_1685,Badr City,280.0,Yes,Gravel,Yes,Low,20700004
Land_1686,Badr City,281.0,Yes,Gravel,Yes,Low,20700005
Land_1687,Badr City,282.0,Yes,Gravel,Yes,Low,20700006
Land_1688,Badr City,283.0,Yes,Gravel,Yes,Low,20700007
Land_1689,Badr City,284.0,Yes,Gravel,Yes,Low,20700008
Land_1690,Badr City,285.0,Yes,Gravel,Yes,Low,20700009
Land_1691,Badr City,286.0,Yes,Gravel,Yes,Low,20700010
Land_1692,Badr City,287.0,Yes,Gravel,Yes,Low,20700011
Land_1693,Badr City,288.0,Yes,Gravel,Yes,Low,20700012
Land_1694,Badr City,289.0,Yes,Gravel,Yes,Low,20700013
Land_1695,Badr City,290.0,Yes,Gravel,Yes,Low,20700014
Land_1696,Badr City,291.0,Yes,Gravel,Yes,Low,20700015
Land_1697,Badr City,292.0,Yes,Gravel,Yes,Low,20700016
Land_1698,Badr City,293.0,Yes,Gravel,Yes,Low,20700017
Land_1699,Badr City,294.0,Yes,Gravel,Yes,Low,20700018
Land_1700,Badr City,295.0,Yes,Gravel,Yes,Low,20700019
Land_1701,Badr City,296.0,Yes,Gravel,Yes,Low,20700020
Land_1702,Badr City,500.0,Yes,Gravel,Yes,Low,4000000
Land_1703,Badr City,501.0,Yes,Gravel,Yes,Low,4000001
Land_1704,Badr City,502.0,Yes,Gravel,Yes,Low,4000002
Land_1705,Badr City,503.0,Yes,Gravel,Yes,Low,4000003
Land_1706,Badr City,504.0,Yes,Gravel,Yes,Low,4000004
Land_1707,Badr City,505.0,Yes,Gravel,Yes,Low,4000005
Land_1708,Badr City,506.0,Yes,Gravel,Yes,Low,4000006
Land_1709,Badr City,507.0,Yes,Gravel,Yes,Low,4000007
Land_1710,Badr City,508.0,Yes,Gravel,Yes,Low,4000008
Land_1711,Badr City,509.0,Yes,Gravel,Yes,Low,4000009
Land_1712,Badr City,510.0,Yes,Gravel,Yes,Low,4000010
Land_1713,Badr City,511.0,Yes,Gravel,Yes,Low,4000011
Land_1714,Badr City,512.0,Yes,Gravel,Yes,Low,4000012
Land_1715,Badr City,513.0,Yes,Gravel,Yes,Low,4000013
Land_1716,Badr City,514.0,Yes,Gravel,Yes,Low,4000014
Land_1717,Badr City,515.0,Yes,Gravel,Yes,Low,4000015
Land_1718,Badr City,516.0,Yes,Gravel,Yes,Low,4000016
Land_1719,Badr City,517.0,Yes,Gravel,Yes,Low,4000017
Land_1720,Badr City,518.0,Yes,Gravel,Yes,Low,4000018
Land_1721,Badr City,519.0,Yes,Gravel,Yes,Low,4000019
Land_1722,Badr City,520.0,Yes,Gravel,Yes,Low,4000020
Land_1723,Badr City,276.0,No,Gravel,No,Low,4100000
Land_1724,Badr City,277.0,No,Gravel,No,Low,4100001
Land_1725,Badr City,278.0,No,Gravel,No,Low,4100002
Land_1726,Badr City,279.0,No,Gravel,No,Low,4100003
Land_1727,Badr City,280.0,No,Gravel,No,Low,4100004
Land_1728,Badr City,281.0,No,Gravel,No,Low,4100005
Land_1729,Badr City,282.0,No,Gravel,No,Low,4100006
Land_1730,Badr City,283.0,No,Gravel,No,Low,4100007
Land_1731,Badr City,284.0,No,Gravel,No,Low,4100008
Land_1732,Badr City,285.0,No,Gravel,No,Low,4100009
Land_1733,Badr City,286.0,No,Gravel,No,Low,4100010
Land_1734,Badr City,287.0,No,Gravel,No,Low,4100011
Land_1735,Badr City,288.0,No,Gravel,No,Low,4100012
Land_1736,Badr City,289.0,No,Gravel,No,Low,4100013
Land_1737,Badr City,290.0,No,Gravel,No,Low,4100014
Land_1738,Badr City,291.0,No,Gravel,No,Low,4100015
Land_1739,Badr City,292.0,No,Gravel,No,Low,4100016
Land_1740,Badr City,293.0,No,Gravel,No,Low,4100017
Land_1741,Badr City,294.0,No,Gravel,No,Low,4100018
Land_1742,Badr City,295.0,No,Gravel,No,Low,4100019
Land_1743,Badr City,296.0,No,Gravel,No,Low,4100020
Land_1744,Badr City,110.0,Yes,Gravel,Yes,Medium,4500000
Land_1745,Badr City,111.0,Yes,Gravel,Yes,Medium,4500001
Land_1746,Badr City,112.0,Yes,Gravel,Yes,Medium,4500002
Land_1747,Badr City,113.0,Yes,Gravel,Yes,Medium,4500003
Land_1748,Badr City,114.0,Yes,Gravel,Yes,Medium,4500004
Land_1749,Badr City,115.0,Yes,Gravel,Yes,Medium,4500005
Land_1750,Badr City,116.0,Yes,Gravel,Yes,Medium,4500006
Land_1751,Badr City,117.0,Yes,Gravel,Yes,Medium,4500007
Land_1752,Badr City,118.0,Yes,Gravel,Yes,Medium,4500008
Land_1753,Badr City,119.0,Yes,Gravel,Yes,Medium,4500009
Land_1754,Badr City,120.0,Yes,Gravel,Yes,Medium,4500010
Land_1755,Badr City,121.0,Yes,Gravel,Yes,Medium,4500011
Land_1756,Badr City,122.0,Yes,Gravel,Yes,Medium,4500012
Land_1757,Badr City,123.0,Yes,Gravel,Yes,Medium,4500013
Land_1758,Badr City,124.0,Yes,Gravel,Yes,Medium,4500014
Land_1759,Badr City,125.0,Yes,Gravel,Yes,Medium,4500015
Land_1760,Badr City,126.0,Yes,Gravel,Yes,Medium,4500016
Land_1761,Badr City,127.0,Yes,Gravel,Yes,Medium,4500017
Land_1762,Badr City,128.0,Yes,Gravel,Yes,Medium,4500018
Land_1763,Badr City,129.0,Yes,Gravel,Yes,Medium,4500019
Land_1764,Badr City,130.0,Yes,Gravel,Yes,Medium,4500020
Land_1765,Badr City,490.0,Yes,Gravel,Yes,Medium,6750000
Land_1766,Badr City,491.0,Yes,Gravel,Yes,Medium,6750001
Land_1767,Badr City,492.0,Yes,Gravel,Yes,Medium,6750002
Land_1768,Badr City,493.0,Yes,Gravel,Yes,Medium,6750003
Land_1769,Badr City,494.0,Yes,Gravel,Yes,Medium,6750004
Land_1770,Badr City,495.0,Yes,Gravel,Yes,Medium,6750005
Land_1771,Badr City,496.0,Yes,Gravel,Yes,Medium,6750006
Land_1772,Badr City,497.0,Yes,Gravel,Yes,Medium,6750007
Land_1773,Badr City,498.0,Yes,Gravel,Yes,Medium,6750008
Land_1774,Badr City,499.0,Yes,Gravel,Yes,Medium,6750009
Land_1775,Badr City,500.0,Yes,Gravel,Yes,Medium,6750010
Land_1776,Badr City,501.0,Yes,Gravel,Yes,Medium,6750011
Land_1777,Badr City,502.0,Yes,Gravel,Yes,Medium,6750012
Land_1778,Badr City,503.0,Yes,Gravel,Yes,Medium,6750013
Land_1779,Badr City,504.0,Yes,Gravel,Yes,Medium,6750014
Land_1780,Badr City,505.0,Yes,Gravel,Yes,Medium,6750015
Land_1781,Badr City,506.0,Yes,Gravel,Yes,Medium,6750016
Land_1782,Badr City,507.0,Yes,Gravel,Yes,Medium,6750017
Land_1783,Badr City,508.0,Yes,Gravel,Yes,Medium,6750018
Land_1784,Badr City,509.0,Yes,Gravel,Yes,Medium,6750019
Land_1785,Badr City,510.0,Yes,Gravel,Yes,Medium,6750020
Land_1786,Badr City,432.0,Yes,Loam,No,High,6500000
Land_1787,Badr City,433.0,Yes,Loam,No,High,6500001
Land_1788,Badr City,434.0,Yes,Loam,No,High,6500002
Land_1789,Badr City,435.0,Yes,Loam,No,High,6500003
Land_1790,Badr City,436.0,Yes,Loam,No,High,6500004
Land_1791,Badr City,437.0,Yes,Loam,No,High,6500005
Land_1792,Badr City,438.0,Yes,Loam,No,High,6500006
Land_1793,Badr City,439.0,Yes,Loam,No,High,6500007
Land_1794,Badr City,440.0,Yes,Loam,No,High,6500008
Land_1795,Badr City,441.0,Yes,Loam,No,High,6500009
Land_1796,Badr City,442.0,Yes,Loam,No,High,6500010
Land_1797,Badr City,443.0,Yes,Loam,No,High,6500011
Land_1798,Badr City,444.0,Yes,Loam,No,High,6500012
Land_1799,Badr City,445.0,Yes,Loam,No,High,6500013
Land_1800,Badr City,446.0,Yes,Loam,No,High,6500014
Land_1801,Badr City,447.0,Yes,Loam,No,High,6500015
Land_1802,Badr City,448.0,Yes,Loam,No,High,6500016
Land_1803,Badr City,449.0,Yes,Loam,No,High,6500017
Land_1804,Badr City,450.0,Yes,Loam,No,High,6500018
Land_1805,Badr City,451.0,Yes,Loam,No,High,6500019
Land_1806,Badr City,452.0,Yes,Loam,No,High,6500020
Land_1807,Badr City,400.0,Yes,Loam,Yes,High,6500000
Land_1808,Badr City,401.0,Yes,Loam,Yes,High,6500001
Land_1809,Badr City,402.0,Yes,Loam,Yes,High,6500002
Land_1810,Badr City,403.0,Yes,Loam,Yes,High,6500003
Land_1811,Badr City,404.0,Yes,Loam,Yes,High,6500004
Land_1812,Badr City,405.0,Yes,Loam,Yes,High,6500005
Land_1813,Badr City,406.0,Yes,Loam,Yes,High,6500006
Land_1814,Badr City,407.0,Yes,Loam,Yes,High,6500007
Land_1815,Badr City,408.0,Yes,Loam,Yes,High,6500008
Land_1816,Badr City,409.0,Yes,Loam,Yes,High,6500009
Land_1817,Badr City,410.0,Yes,Loam,Yes,High,6500010
Land_1818,Badr City,411.0,Yes,Loam,Yes,High,6500011
Land_1819,Badr City,412.0,Yes,Loam,Yes,High,6500012
Land_1820,Badr City,413.0,Yes,Loam,Yes,High,6500013
Land_1821,Badr City,414.0,Yes,Loam,Yes,High,6500014
Land_1822,Badr City,415.0,Yes,Loam,Yes,High,6500015
Land_1823,Badr City,416.0,Yes,Loam,Yes,High,6500016
Land_1824,Badr City,417.0,Yes,Loam,Yes,High,6500017
Land_1825,Badr City,418.0,Yes,Loam,Yes,High,6500018
Land_1826,Badr City,419.0,Yes,Loam,Yes,High,6500019
Land_1827,Badr City,420.0,Yes,Loam,Yes,High,6500020
Land_1828,Badr City,400.0,Yes,Loam,Yes,Medium,7000000
Land_1829,Badr City,401.0,Yes,Loam,Yes,Medium,7000001
Land_1830,Badr City,402.0,Yes,Loam,Yes,Medium,7000002
Land_1831,Badr City,403.0,Yes,Loam,Yes,Medium,7000003
Land_1832,Badr City,404.0,Yes,Loam,Yes,Medium,7000004
Land_1833,Badr City,405.0,Yes,Loam,Yes,Medium,7000005
Land_1834,Badr City,406.0,Yes,Loam,Yes,Medium,7000006
Land_1835,Badr City,407.0,Yes,Loam,Yes,Medium,7000007
Land_1836,Badr City,408.0,Yes,Loam,Yes,Medium,7000008
Land_1837,Badr City,409.0,Yes,Loam,Yes,Medium,7000009
Land_1838,Badr City,410.0,Yes,Loam,Yes,Medium,7000010
Land_1839,Badr City,411.0,Yes,Loam,Yes,Medium,7000011
Land_1840,Badr City,412.0,Yes,Loam,Yes,Medium,7000012
Land_1841,Badr City,413.0,Yes,Loam,Yes,Medium,7000013
Land_1842,Badr City,414.0,Yes,Loam,Yes,Medium,7000014
Land_1843,Badr City,415.0,Yes,Loam,Yes,Medium,7000015
Land_1844,Badr City,416.0,Yes,Loam,Yes,Medium,7000016
Land_1845,Badr City,417.0,Yes,Loam,Yes,Medium,7000017
Land_1846,Badr City,418.0,Yes,Loam,Yes,Medium,7000018
Land_1847,Badr City,419.0,Yes,Loam,Yes,Medium,7000019
Land_1848,Badr City,420.0,Yes,Loam,Yes,Medium,7000020
Land_1849,Badr City,430.0,Yes,Loam,No,Medium,7500000
Land_1850,Badr City,431.0,Yes,Loam,No,Medium,7500001
Land_1851,Badr City,432.0,Yes,Loam,No,Medium,7500002
Land_1852,Badr City,433.0,Yes,Loam,No,Medium,7500003
Land_1853,Badr City,434.0,Yes,Loam,No,Medium,7500004
Land_1854,Badr City,435.0,Yes,Loam,No,Medium,7500005
Land_1855,Badr City,436.0,Yes,Loam,No,Medium,7500006
Land_1856,Badr City,437.0,Yes,Loam,No,Medium,7500007
Land_1857,Badr City,438.0,Yes,Loam,No,Medium,7500008
Land_1858,Badr City,439.0,Yes,Loam,No,Medium,7500009
Land_1859,Badr City,440.0,Yes,Loam,No,Medium,7500010
Land_1860,Badr City,441.0,Yes,Loam,No,Medium,7500011
Land_1861,Badr City,442.0,Yes,Loam,No,Medium,7500012
Land_1862,Badr City,443.0,Yes,Loam,No,Medium,7500013
Land_1863,Badr City,444.0,Yes,Loam,No,Medium,7500014
Land_1864,Badr City,445.0,Yes,Loam,No,Medium,7500015
Land_1865,Badr City,446.0,Yes,Loam,No,Medium,7500016
Land_1866,Badr City,447.0,Yes,Loam,No,Medium,7500017
Land_1867,Badr City,448.0,Yes,Loam,No,Medium,7500018
Land_1868,Badr City,449.0,Yes,Loam,No,Medium,7500019
Land_1869,Badr City,450.0,Yes,Loam,No,Medium,7500020
Land_1870,Badr City,320.0,No,Clay,No,Medium,8000000
Land_1871,Badr City,321.0,No,Clay,No,Medium,8000001
Land_1872,Badr City,322.0,No,Clay,No,Medium,8000002
Land_1873,Badr City,323.0,No,Clay,No,Medium,8000003
Land_1874,Badr City,324.0,No,Clay,No,Medium,8000004
Land_1875,Badr City,325.0,No,Clay,No,Medium,8000005
Land_1876,Badr City,326.0,No,Clay,No,Medium,8000006
Land_1877,Badr City,327.0,No,Clay,No,Medium,8000007
Land_1878,Badr City,328.0,No,Clay,No,Medium,8000008
Land_1879,Badr City,329.0,No,Clay,No,Medium,8000009
Land_1880,Badr City,330.0,No,Clay,No,Medium,8000010
Land_1881,Badr City,331.0,No,Clay,No,Medium,8000011
Land_1882,Badr City,332.0,No,Clay,No,Medium,8000012
Land_1883,Badr City,333.0,No,Clay,No,Medium,8000013
Land_1884,Badr City,334.0,No,Clay,No,Medium,8000014
Land_1885,Badr City,335.0,No,Clay,No,Medium,8000015
Land_1886,Badr City,336.0,No,Clay,No,Medium,8000016
Land_1887,Badr City,337.0,No,Clay,No,Medium,8000017
Land_1888,Badr City,338.0,No,Clay,No,Medium,8000018
Land_1889,Badr City,339.0,No,Clay,No,Medium,8000019
Land_1890,Badr City,340.0,No,Clay,No,Medium,8000020
Land_1891,Badr City,320.0,No,Clay,No,Low,8000000
Land_1892,Badr City,321.0,No,Clay,No,Low,8000001
Land_1893,Badr City,322.0,No,Clay,No,Low,8000002
Land_1894,Badr City,323.0,No,Clay,No,Low,8000003
Land_1895,Badr City,324.0,No,Clay,No,Low,8000004
Land_1896,Badr City,325.0,No,Clay,No,Low,8000005
Land_1897,Badr City,326.0,No,Clay,No,Low,8000006
Land_1898,Badr City,327.0,No,Clay,No,Low,8000007
Land_1899,Badr City,328.0,No,Clay,No,Low,8000008
Land_1900,Badr City,329.0,No,Clay,No,Low,8000009
Land_1901,Badr City,330.0,No,Clay,No,Low,8000010
Land_1902,Badr City,331.0,No,Clay,No,Low,8000011
Land_1903,Badr City,332.0,No,Clay,No,Low,8000012
Land_1904,Badr City,333.0,No,Clay,No,Low,8000013
Land_1905,Badr City,334.0,No,Clay,No,Low,8000014
Land_1906,Badr City,335.0,No,Clay,No,Low,8000015
Land_1907,Badr City,336.0,No,Clay,No,Low,8000016
Land_1908,Badr City,337.0,No,Clay,No,Low,8000017
Land_1909,Badr City,338.0,No,Clay,No,Low,8000018
Land_1910,Badr City,339.0,No,Clay,No,Low,8000019
Land_1911,Badr City,340.0,No,Clay,No,Low,8000020
Land_1912,Badr City,350.0,Yes,Clay,Yes,Medium,7000000
Land_1913,Badr City,351.0,Yes,Clay,Yes,Medium,7000001
Land_1914,Badr City,352.0,Yes,Clay,Yes,Medium,7000002
Land_1915,Badr City,353.0,Yes,Clay,Yes,Medium,7000003
Land_1916,Badr City,354.0,Yes,Clay,Yes,Medium,7000004
Land_1917,Badr City,355.0,Yes,Clay,Yes,Medium,7000005
Land_1918,Badr City,356.0,Yes,Clay,Yes,Medium,7000006
Land_1919,Badr City,357.0,Yes,Clay,Yes,Medium,7000007
Land_1920,Badr City,358.0,Yes,Clay,Yes,Medium,7000008
Land_1921,Badr City,359.0,Yes,Clay,Yes,Medium,7000009
Land_1922,Badr City,360.0,Yes,Clay,Yes,Medium,7000010
Land_1923,Badr City,361.0,Yes,Clay,Yes,Medium,7000011
Land_1924,Badr City,362.0,Yes,Clay,Yes,Medium,7000012
Land_1925,Badr City,363.0,Yes,Clay,Yes,Medium,7000013
Land_1926,Badr City,364.0,Yes,Clay,Yes,Medium,7000014
Land_1927,Badr City,365.0,Yes,Clay,Yes,Medium,7000015
Land_1928,Badr City,366.0,Yes,Clay,Yes,Medium,7000016
Land_1929,Badr City,367.0,Yes,Clay,Yes,Medium,7000017
Land_1930,Badr City,368.0,Yes,Clay,Yes,Medium,7000018
Land_1931,Badr City,369.0,Yes,Clay,Yes,Medium,7000019
Land_1932,Badr City,370.0,Yes,Clay,Yes,Medium,7000020
Land_1933,Badr City,276.0,Yes,Clay,Yes,Low,5800000
Land_1934,Badr City,277.0,Yes,Clay,Yes,Low,5800001
Land_1935,Badr City,278.0,Yes,Clay,Yes,Low,5800002
Land_1936,Badr City,279.0,Yes,Clay,Yes,Low,5800003
Land_1937,Badr City,280.0,Yes,Clay,Yes,Low,5800004
Land_1938,Badr City,281.0,Yes,Clay,Yes,Low,5800005
Land_1939,Badr City,282.0,Yes,Clay,Yes,Low,5800006
Land_1940,Badr City,283.0,Yes,Clay,Yes,Low,5800007
Land_1941,Badr City,284.0,Yes,Clay,Yes,Low,5800008
Land_1942,Badr City,285.0,Yes,Clay,Yes,Low,5800009
Land_1943,Badr City,286.0,Yes,Clay,Yes,Low,5800010
Land_1944,Badr City,287.0,Yes,Clay,Yes,Low,5800011
Land_1945,Badr City,288.0,Yes,Clay,Yes,Low,5800012
Land_1946,Badr City,289.0,Yes,Clay,Yes,Low,5800013
Land_1947,Badr City,290.0,Yes,Clay,Yes,Low,5800014
Land_1948,Badr City,291.0,Yes,Clay,Yes,Low,5800015
Land_1949,Badr City,292.0,Yes,Clay,Yes,Low,5800016
Land_1950,Badr City,293.0,Yes,Clay,Yes,Low,5800017
Land_1951,Badr City,294.0,Yes,Clay,Yes,Low,5800018
Land_1952,Badr City,295.0,Yes,Clay,Yes,Low,5800019
Land_1953,Badr City,296.0,Yes,Clay,Yes,Low,5800020
Land_1954,Badr City,731.0,Yes,Loam,No,Low,12000000
Land_1955,Badr City,732.0,Yes,Loam,No,Low,12000001
Land_1956,Badr City,733.0,Yes,Loam,No,Low,12000002
Land_1957,Badr City,734.0,Yes,Loam,No,Low,12000003
Land_1958,Badr City,735.0,Yes,Loam,No,Low,12000004
Land_1959,Badr City,736.0,Yes,Loam,No,Low,12000005
Land_1960,Badr City,737.0,Yes,Loam,No,Low,12000006
Land_1961,Badr City,738.0,Yes,Loam,No,Low,12000007
Land_1962,Badr City,739.0,Yes,Loam,No,Low,12000008
Land_1963,Badr City,740.0,Yes,Loam,No,Low,12000009
Land_1964,Badr City,741.0,Yes,Loam,No,Low,12000010
Land_1965,Badr City,742.0,Yes,Loam,No,Low,12000011
Land_1966,Badr City,743.0,Yes,Loam,No,Low,12000012
Land_1967,Badr City,744.0,Yes,Loam,No,Low,12000013
Land_1968,Badr City,745.0,Yes,Loam,No,Low,12000014
Land_1969,Badr City,746.0,Yes,Loam,No,Low,12000015
Land_1970,Badr City,747.0,Yes,Loam,No,Low,12000016
Land_1971,Badr City,748.0,Yes,Loam,No,Low,12000017
Land_1972,Badr City,749.0,Yes,Loam,No,Low,12000018
Land_1973,Badr City,750.0,Yes,Loam,No,Low,12000019
Land_1974,Badr City,751.0,Yes,Loam,No,Low,12000020
Land_1975,Badr City,405.0,Yes,Gravel,No ,Low,11000000
Land_1976,Badr City,406.0,Yes,Gravel,No ,Low,11000001
Land_1977,Badr City,407.0,Yes,Gravel,No ,Low,11000002
Land_1978,Badr City,408.0,Yes,Gravel,No ,Low,11000003
Land_1979,Badr City,409.0,Yes,Gravel,No ,Low,11000004
Land_1980,Badr City,410.0,Yes,Gravel,No ,Low,11000005
Land_1981,Badr City,411.0,Yes,Gravel,No ,Low,11000006
Land_1982,Badr City,412.0,Yes,Gravel,No ,Low,11000007
Land_1983,Badr City,413.0,Yes,Gravel,No ,Low,11000008
Land_1984,Badr City,414.0,Yes,Gravel,No ,Low,11000009
Land_1985,Badr City,415.0,Yes,Gravel,No ,Low,11000010
Land_1986,Badr City,416.0,Yes,Gravel,No ,Low,11000011
Land_1987,Badr City,417.0,Yes,Gravel,No ,Low,11000012
Land_1988,Badr City,418.0,Yes,Gravel,No ,Low,11000013
Land_1989,Badr City,419.0,Yes,Gravel,No ,Low,11000014
Land_1990,Badr City,420.0,Yes,Gravel,No ,Low,11000015
Land_1991,Badr City,421.0,Yes,Gravel,No ,Low,11000016
Land_1992,Badr City,422.0,Yes,Gravel,No ,Low,11000017
Land_1993,Badr City,423.0,Yes,Gravel,No ,Low,11000018
Land_1994,Badr City,424.0,Yes,Gravel,No ,Low,11000019
Land_1995,Badr City,425.0,Yes,Gravel,No ,Low,11000020
Land_1996,Badr City,420.0,Yes,Gravel,Yes,Low,10000000
Land_1997,Badr City,421.0,Yes,Gravel,Yes,Low,10000001
Land_1998,Badr City,422.0,Yes,Gravel,Yes,Low,10000002
Land_1999,Badr City,423.0,Yes,Gravel,Yes,Low,10000003
Land_2000,Badr City,424.0,Yes,Gravel,Yes,Low,10000004
